g1_1,g1_2,g1_3,g1_4,g1_5,g1_6,g1_7,g1_8,g1_9,g1_10,g1_11,g1_12,g1_13,g1_14,g1_15,g1_16,g1_17,g1_18,g1_19,g1_20,g1_21,g2_1,g2_2,g2_3,g2_4,g2_5,g2_6,g2_7,g2_8,g2_9,g2_10,g2_11,g2_12,g2_13,g2_14,g2_15,g2_16,g2_17,g2_18,g2_19,g2_20,g2_21,c_1,c_2,c_3,c_4,c_5,c_6,c_7,c_8,c_9,c_10,c_11,c_12,c_13,c_14,c_15,c_16,c_17,c_18,c_19,c_20,c_21,c_22,c_23,c_24,c_25,c_26,c_27,c_28,class
2.25,25,28,53,7,15,15,20,17,0,3,3,4.136611012,3.937758004,10.31684399,4.05973125,1.417450432,1.101099748,0.279858203,0.000717312,0.393505151,3.7,26,11,37,13,23,25,9,22,-2,-13,-15,2.79989391,2.681320393,3.302554845,0.926589665,1.213763922,0.950041131,4.56E-07,0.303789536,3.2,2.45,1,-1,0,0,0,0,0,3.630283425,14,2,16,-7,6,-5,-6,13,5,18,1.336717101,1.25643761,0.203686511,0.174510083,0,-0.554349581,0.757176405,0.089715615,1.55,0
5,12,2,14,6,9,2,2,5,7,-3,4,3.118441201,2.868628512,9.604672,5.558528,1.2746624,0.932736,0.008895389,0.008066787,0.578731684,1.7,10,5,15,3,10,4,5,4,6,1,7,3.352426191,2.893410131,9.623552,1.6845184,0.7082496,0.008385511,0.008695062,0.632547809,3.75,1.74,-5,8,3,0,0,0,1,1.002105616,7,-8,-1,5,-3,-2,-5,6,-9,-3,-0.23398499,-0.024781619,0.5664128,-0.7517824,0,-5.60928,-4.065024,-0.053816125,2.09,2
2.05,9,8,17,18,9,10,11,22,-1,-11,-12,2.469544274,2.456270489,8.715784528,2.896539512,0.808971723,1.67337166,0.164474457,0.018133395,0.33233262,3.8,3,5,8,20,6,13,9,19,-7,-10,-17,1.845397147,1.905288978,4.363192828,0.787220103,1.629968198,0.116225591,0.001346832,0.447246915,3.6,2.1,0,4,4,0,0,0,0,3.195372291,4,5,9,-10,1,-2,16,9,-4,5,0.624147127,0.55098151,-0.820996475,0.886151557,0,-1.039884396,-1.466653316,-0.114914294,1.72,1
6.5,4,4,8,12,3,3,4,6,0,-2,-2,2.616961233,2.510554166,6.1432448,2.9784832,0.6007296,0.7286784,0.010767209,0.007409443,0.484838761,1.53,10,4,14,5,4,0,2,2,4,0,4,3.22807907,2.765304351,6.4938112,0.855936,0.147456,0.010185343,0.009803655,0.489635058,4,1.94,-3,7,4,0,0,0,1,1.074227251,0,-6,-6,1,1,4,2,0,-6,-6,-0.611117837,-0.254750185,0.4532736,-0.1272576,0,-7.1193088,-3.515328,-0.004796296,1.78,2
1.28,32,22,54,1,26,8,20,9,18,11,29,3.094586373,2.723132915,6.04,3.136,1.272,0.288,0.013342437,0.375311099,0.519205298,13,19,8,27,11,16,17,11,22,-1,-11,-12,2.575182155,2.864351583,6.192565334,0.550664148,2.002342547,0.331210882,0.007446583,0.555714079,5,1.7,12,-5,7,0,1,0,0,3.740259591,24,3,27,4,-3,3,-7,29,12,41,0.519404218,-0.141218667,-0.730342547,-0.262664148,0,-5.103437903,-3.056565334,-0.036508781,2.05,1
1.909,7,7,14,17,4,6,4,10,-2,-6,-8,2.55091322,2.363171933,6.792895855,3.462001088,0.707019506,0.809226745,0.071005354,0.011678567,0.509650253,3.5,10,6,16,14,8,7,6,11,1,-5,-4,2.717179333,2.709532342,3.968107907,0.811471929,1.235132565,0.070025985,0.016739234,0.430733423,3.25,2.05,0,4,4,0,0,0,0,2.485484359,1,-3,-2,-7,0,-3,2,3,-7,-4,-0.166266113,-0.346360409,-0.528113059,-0.002245185,0,-2.419549001,-0.50610682,0.078916829,1.7,2
1.44,46,24,70,1,42,9,28,23,33,5,38,4.94174843,4.938382756,15.37626045,8.657609333,1.751227752,0.853716591,0.013121906,0.923116346,0.563050383,7.5,28,19,47,7,28,22,19,19,6,0,6,4.416046578,3.823746071,7.958766431,2.007877106,0.909920439,0.652318576,0.040558902,0.566658418,4.33,1.77,11,-2,9,0,1,0,0,0.675432487,27,-4,23,23,-10,6,-5,33,-1,32,0.525701852,1.114636685,0.841307313,-1.154160515,0,1.331174057,0.698842902,-0.003608035,2.01,1
3.6,24,11,35,16,20,14,20,40,6,-20,-14,2.880439253,2.962682566,10.41767912,4.347103425,0.909407003,1.666964761,0.91991664,0.002851244,0.417281371,2.1,34,25,59,4,28,11,23,19,17,4,21,5,4.887904406,6.122383743,1.456164548,1.05642234,0.17194931,0.217621057,0.532723152,3.3,2.01,0,2,2,0,0,1,0,0.379181925,-1,-23,-24,1,-9,9,12,2,-37,-35,-2.119560747,-1.92522184,-0.147015337,0.210800213,0,-1.074938988,-1.775280319,-0.115441781,1.77,2
1.9,12,10,22,14,16,17,15,21,-1,-6,-7,2.643586872,2.783254855,10.860356,5.348523566,1.051420587,1.883126002,0.198863049,0.00615802,0.492481422,4.33,13,13,26,11,11,7,12,14,4,-2,2,3.384618783,2.866479681,5.626383353,1.95487861,1.113236417,0.188770701,0.016739234,0.658537286,3.1,1.95,4,-2,2,1,0,0,0,2.511978925,-1,-3,-4,2,5,8,10,1,-10,-9,-0.74103191,-0.083224825,-0.06181583,-0.071752607,0,2.316597773,-0.277859788,-0.166055864,1.75,1
1.22,21,22,43,1,22,10,22,15,12,7,19,4.920791168,4.594419408,14.40946735,8.689657958,2.285697091,1.337305226,0.013085507,0.164474457,0.60305199,13,16,4,20,15,12,12,8,14,0,-6,-6,2.64345514,2.582815015,7.695839803,1.110384326,1.379004511,0.16220588,0.007226503,0.504806085,6.5,1.41,9,-8,1,0,1,1,0,1.654141411,17,6,23,8,2,10,3,18,7,25,2.277336028,2.011604393,0.90669258,0.2269209,1,-0.835673382,0.993818155,0.098245905,2.77,1
9,11,11,22,19,17,30,13,28,-13,-15,-28,1.756738704,2.05655965,10.06734345,5.601991895,0.861608656,2.746422048,0.666976811,4.17E-05,0.556451851,1.33,34,33,67,2,39,15,29,12,24,17,41,5,4.948078424,7.936632182,2.323759077,0.912065448,0.001946338,0.653769785,0.599508897,5,1.53,1,4,5,0,0,1,1,0.887523629,-22,-23,-45,5,1,-2,-11,-30,-39,-69,-3.243261296,-2.891518773,-0.050456792,0.422662971,0,-3.171212672,-2.334640288,-0.043057047,2.37,2
1.95,28,8,36,16,24,21,18,35,3,-17,-14,2.92064277,2.772285015,12.67799135,6.447339563,1.207386453,1.722573934,0.870324726,5.52E-05,0.508545824,4.5,18,13,31,17,17,17,17,28,0,-11,-11,2.743977299,2.875230451,5.154086444,0.926293258,1.619929153,0.882496903,2.24E-05,0.516024848,3.5,1.96,1,1,2,1,0,0,0,0.241343938,15,-10,5,-4,4,1,18,14,-17,-3,0.176665471,-0.102945436,-0.4125427,0.796280676,0,2.689932708,1.293253119,-0.007479024,1.84,2
1.53,4,3,7,5,4,3,2,1,1,1,2,2.843984973,2.647196995,6.4,2.888,0.976,0.688,0.0029218,0.002952804,0.45125,6,3,1,4,12,2,1,0,1,1,-1,0,2.59625,2.52709,2.336,0.32,0.288,0.003046113,0.002579912,0.337572254,3.6,1.8,9,1,10,0,1,0,0,0.174634455,3,0,3,3,3,1,-1,2,0,2,0.247734973,0.120106995,0.688,0.368,0,-0.52,0.552,0.113677746,1.9,1
2.55,8,12,20,13,10,14,6,7,-4,-1,-5,2.938036752,2.766353492,7.150658611,2.640550098,1.229139896,1.352583473,0.101083785,0.041378246,0.369273691,3,9,7,16,16,10,13,10,18,-3,-8,-11,2.496933033,2.261153959,4.869742766,1.42142372,1.674994542,0.110250525,0.018133395,0.355208771,3.3,2.15,1,2,3,0,0,0,0,1.77832809,1,3,4,-8,4,-7,-3,4,2,6,0.44110372,0.505199533,-0.445854647,-0.068840247,0,-6.558864254,-2.229192668,0.01406492,1.69,2
2.3,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,3.2,0,0,0,10,0,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,3.25,2.25,0,2,2,0,0,0,0,0.400621867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,1
9,0,3,3,20,0,4,1,7,-4,-6,-10,1.991418794,2.268402088,6.4726528,3.425536,0.0524288,1.28414208,0.014714985,0.000837575,0.529232157,1.36,12,12,24,1,9,1,9,1,8,8,16,4.371650467,3.57639471,5.77218816,2.10115584,0.36,0.006134119,0.014920786,0.557905468,4.33,2.02,-2,9,7,1,1,0,1,3.396010297,-12,-9,-21,-1,-5,0,-2,-12,-14,-26,-2.380231673,-1.307992622,-0.3075712,-0.81701376,1,-3.8735232,-2.34665216,-0.028673311,1.7,0
1.29,7,10,17,5,9,2,9,8,7,1,8,3.526905015,3.082999079,14.38604544,5.26147328,1.72578816,0.76854272,0.010543748,0.014264234,0.36573451,13,5,5,10,11,6,5,3,3,1,0,1,2.724658452,2.649430919,3.54885632,0.99197184,0.8795776,0.014461722,0.009049914,0.383735466,6,1.62,6,-4,2,0,0,0,0,1.357692815,2,5,7,6,-1,4,2,7,0,7,0.802246563,0.433568159,0.84621056,-0.22342912,0,5.13786112,1.71261696,-0.018000956,2.26,1
2.2,13,17,30,12,9,15,8,17,-6,-9,-15,3.113170934,2.790288063,5.1136,2.576,0.5904,0.2,0.379083038,0.00185476,0.503754693,3.25,23,11,34,10,19,10,14,17,9,-3,6,3.955368911,3.658830044,5.38328858,1.529473098,1.183195946,0.343962643,0.002567045,0.464298604,3.2,2.11,3,3,6,1,1,0,0,0.767365248,2,-6,-4,-8,1,-2,-2,-3,-18,-21,-0.842197977,-0.86854198,-0.592795946,-1.329473098,0,-6.480853508,-2.80728858,0.039456089,1.66,1
1.66,28,23,51,4,16,14,19,19,2,0,2,4.229481561,4.251480575,9.312353021,3.844918413,0.865592358,1.252658863,0.113041531,0.012462888,0.412883662,5.5,18,8,26,18,15,14,18,36,1,-18,-17,2.527845732,2.54954131,5.441039008,0.860186451,1.720636422,0.832374997,1.88E-06,0.525965313,3.4,2.05,1,-3,-2,0,0,0,0,3.530307007,20,5,25,-20,-4,5,4,20,-1,19,1.701635829,1.701939266,-0.855044064,0.392472411,0,-1.032509787,-1.596120596,-0.113081652,1.65,1
1.8,15,22,37,4,15,14,16,9,1,7,8,4.211321246,3.731820298,10.03899485,5.378874328,1.371653173,0.58490037,0.196911675,0.090265496,0.535798096,4.5,15,14,29,11,12,9,14,24,3,-10,-7,3.181649574,2.851527274,6.891753992,1.65647455,1.507478039,0.307108076,0.018224289,0.511428193,3.3,1.85,-2,1,-1,0,0,0,0,3.316690596,1,7,8,-9,0,7,-3,11,4,15,1.029671672,0.880293023,-0.135824866,-1.07157418,0,-3.436511743,-1.512879665,0.024369903,1.85,2
2.63,5,0,5,15,3,0,1,9,3,-8,-5,2.329742905,2.37782162,6.443328,3.6736,0.68,1.190144,0.008160317,0.004966698,0.570140151,2.75,5,4,9,6,2,1,2,5,1,-3,-2,2.712889495,2.629834464,3.236608,0.51232,0.92192,0.007746179,0.005946217,0.464841811,3.25,2.26,2,5,7,0,0,1,0,2.215416246,1,-5,-4,-2,-2,0,7,6,-9,-3,-0.38314659,-0.252012844,-0.24192,0.677824,0,-0.519488,0.436992,0.10529834,1.61,1
5.75,17,16,33,10,15,13,12,16,2,-4,-2,3.518173317,3.256117097,11.05040251,2.820862934,1.290757519,1.073356193,0.282200099,0.0241131,0.255272415,1.7,24,25,49,2,21,12,26,12,9,14,23,4.657510155,4.71482976,5.142294321,1.44571455,1.160673176,0.028234173,0.311922662,0.319194996,3.8,1.9,-1,7,6,0,0,0,1,0.495274094,-8,-8,-16,3,-13,0,-5,-12,-13,-25,-1.139336837,-1.458712663,0.130084343,-0.372358357,0,-5.059794667,-2.321431388,-0.063922581,1.89,2
2.1,9,11,20,8,11,9,8,5,2,3,5,3.415491209,3.126813134,11.39018807,5.244534977,1.444545286,0.950982595,0.044949204,0.030653758,0.460443229,3,14,9,23,5,10,5,6,10,5,-4,1,3.488257495,3.007776666,5.240236355,1.105601722,0.710437136,0.042372742,0.034047455,0.479641253,3.25,1.75,-2,2,0,1,0,0,0,0.558282791,0,-3,-3,1,3,3,-5,6,-2,4,-0.072766285,0.119036468,0.73410815,-0.154619127,0,0.464863537,0.004298622,-0.019198024,1.85,2
3.5,0,0,0,14,1,2,1,3,-1,-2,-3,2.31,2.4428,5.52,2.04,0.36,0.88,0.002187491,0.001827146,0.369565217,2.1,3,1,4,10,1,0,0,0,1,0,1,2.6665,2.5333,0.88,0.2,0,0.002179909,0.001930454,0.22,3.4,1.72,1,4,5,0,0,0,0,1.426319213,-1,-3,-4,1,2,1,2,-1,-3,-4,-0.3565,-0.0905,0.36,0.68,0,1.52,1.16,0.149565217,2.1,1
2.38,4,3,7,14,2,1,3,6,1,-3,-2,2.626345311,2.503927232,7.36384,2.32224,0.8624,0.97984,0.005955309,0.004991594,0.315357205,3.3,3,2,5,15,4,4,0,0,0,0,0,2.562912356,2.589901883,0.79008,0.56384,0.728,0.005955309,0.005273822,0.131658935,3.3,2.21,3,5,8,0,0,0,0,2.251303014,2,0,2,2,1,-1,2,1,-3,-2,0.063432955,-0.085974651,0.1344,0.416,0,1.36288,1.53216,0.18369827,1.66,1
2.5,2,3,5,20,7,17,5,10,-10,-5,-15,1.748773195,2.053696712,6.874894444,4.080037051,1.022275372,2.447752678,0.05310121,0.000837575,0.593469047,2.75,1,8,9,19,3,10,5,7,-7,-2,-9,2.125586115,2.191350121,4.559884271,0.444511146,0.973082411,0.05310121,0.000459671,0.533733159,3.2,2.11,0,4,4,0,0,0,0,2.485484359,-6,2,-4,0,12,-5,7,-8,2,-6,-0.376812921,-0.137653408,0.049192961,2.003241532,0,-1.668483817,-0.47984722,0.059735887,1.65,2
1.29,41,32,73,4,35,11,30,30,24,0,24,5,4.812557875,14.01132394,5.889797465,1.974458555,1.159772678,0.006611869,0.603505575,0.42035981,13,21,15,36,16,23,25,19,30,-2,-11,-13,2.978043181,2.879317101,3.883963116,1.11504515,1.547851404,0.991563566,6.22E-05,0.309413737,6,1.49,9,-3,6,0,1,0,0,2.086262477,26,11,37,5,-8,5,7,35,2,37,2.021956819,1.933240773,0.426607151,0.044727529,0,1.458671458,2.00583435,0.110946073,2.54,1
3.2,21,15,36,6,17,7,12,11,10,1,11,4.272165395,4.12191877,12.34441217,6.704408082,0.82061467,0.761573403,0.114304551,0.119432968,0.543112786,2.3,25,20,45,3,30,9,25,14,21,11,32,2.991164912,2.641013933,3.4,1.04,0.16,0.044298452,0.232236275,0.674603175,3.25,1.9,-9,6,-3,1,0,0,1,2.016185742,1,-10,-9,3,-18,3,-19,-1,-20,-21,1.281000483,1.480904837,0.66061467,-0.278426597,-1,7.304412168,3.304408082,-0.131490389,1.84,0
2.1,7,4,11,15,8,7,7,12,1,-5,-4,2.570234784,2.513130936,11.36679772,3.640880333,1.314121011,1.528502067,0.025317739,0.014264234,0.32030836,3.75,8,6,14,10,6,7,3,4,-1,-1,-2,2.768722831,2.693274098,3.991996621,0.843053978,0.9686144,0.023949555,0.017422375,0.300776639,3.5,2.04,1,0,1,0,1,1,0,3.386816467,1,-4,-3,4,4,0,6,2,-4,-2,-0.198488047,-0.180143162,0.345506611,0.68544809,1,-1.905498419,-0.351116288,0.019531721,1.77,2
1.25,34,25,59,1,28,4,16,6,24,10,34,5,4.847471671,15.7838824,9.480193261,1.95680964,0.048947036,0.013904322,0.486752256,0.60062493,13,13,10,23,18,15,21,13,21,-6,-8,-14,2.351509531,2.368792693,7.135246264,1.04185387,1.438919901,0.485065075,0.000746586,0.572742427,5.5,1.83,5,0,5,0,1,0,0,0.331112663,24,12,36,7,-9,-5,-9,32,16,48,2.648490469,2.478678978,0.517889739,-0.992906834,0,3.325845537,2.344946997,0.027882503,1.91,1
3.8,0,3,3,9,0,0,1,0,0,1,1,2.675,2.535,1,0.2,0.2,0,0.001533811,0.001466319,0.2,2.1,0,0,0,1,1,3,0,0,-2,0,-2,2.38,2.476,0.8,0.2,0.6,0.001533811,0.001533811,0.25,3.5,1.8,-6,9,3,0,0,0,1,0.138497867,0,3,3,0,0,-2,-1,0,3,3,0.295,0.059,-0.4,-0.2,0,-2.2,-0.6,-0.05,2,2
2.1,4,1,5,11,4,2,2,3,2,-1,1,2.6541125,2.6032145,5.3424,1.704,0.7952,0.7504,0.004258285,0.003135395,0.318957772,3.5,3,3,6,18,3,3,2,2,0,0,0,2.718841889,2.566685457,4.3792,0.7648,0.6784,0.00431784,0.002618902,0.580364716,3.2,1.97,-1,4,3,1,0,1,0,3.823317063,1,-2,-1,2,0,-1,0,2,-1,1,-0.064729389,0.036529043,0.1168,-0.0144,0,-2.2032,-2.6752,-0.261406944,1.75,2
2.29,14,14,28,6,6,3,9,9,3,0,3,3.61139222,3.259136104,9.901186434,3.708180749,0.861232282,0.600828379,0.066870324,0.021818436,0.374518829,3.6,11,5,16,15,10,15,9,20,-5,-11,-16,2.166221907,2.341960122,3.093431491,1.196938664,2.555101515,0.106858473,0.002879899,0.354688982,3.2,2.38,2,1,3,0,0,0,0,0.802701434,9,3,12,-14,-6,-6,-1,14,5,19,1.445170314,0.917175982,-1.693869234,-0.596110285,0,1.179653918,0.614749258,0.019829847,1.58,1
2.39,8,7,15,13,6,5,5,6,1,-1,0,2.957957046,2.670563377,7.215945339,2.465989468,1.09019392,0.669677404,0.032999925,0.009466462,0.341741706,3.39,8,4,12,14,8,11,5,11,-3,-6,-9,2.438525217,2.434104553,3.316380283,1.253352858,1.960636948,0.033577842,0.008026554,0.355718909,3.2,2.39,0,0,0,0,0,0,0,2.983232519,4,-1,3,-5,0,-6,-2,7,2,9,0.519431829,0.236458823,-0.870443028,-0.583675453,0,-2.107090903,-0.850390815,-0.013977204,1.57,0
2.2,11,2,13,12,8,2,4,14,6,-10,-4,2.614917969,2.531000447,10.70034378,6.267972198,0.98004992,1.090549109,0.043330917,0.00484407,0.585772974,3.4,11,4,15,8,10,6,6,11,4,-5,-1,2.786510697,2.761746624,3.621391192,1.277297213,1.69143554,0.041562558,0.007226503,0.452613723,3.25,2,3,-2,1,0,0,0,0,2.226136052,7,-9,-2,-3,-4,-2,4,11,-14,-3,-0.171592727,-0.230746177,-0.71138562,-0.186748105,0,2.699280155,2.646581006,0.133159251,1.78,0
1.4,28,9,37,5,27,4,7,12,23,-5,18,4.734244391,4.297716828,12.74519721,7.224405494,1.778111376,0.517769034,0.148636731,0.018224289,0.566833559,7.5,13,16,29,11,15,15,14,16,0,-2,-2,3.148493654,3.154451956,4.024953023,1.16400104,1.847063129,0.273859826,0.001940131,0.482200533,4.33,1.72,7,-5,2,0,1,0,0,0.149839455,12,-4,8,11,-10,-8,-3,25,-5,20,1.585750737,1.143264873,-0.068951753,-0.646232007,0,4.398144998,3.199452471,0.084633026,2,2
1.22,25,20,45,3,30,9,25,14,21,11,32,2.991164912,2.641013933,5.04,3.4,1.04,0.16,0.044298452,0.232236275,0.674603175,17,13,8,21,19,17,23,12,19,-6,-7,-13,2.396933668,2.386875203,6.238656144,1.367825503,1.857504231,0.277073567,0.001661557,0.492732275,5.5,1.56,8,1,9,0,1,0,0,3.161161043,17,7,24,11,-3,2,-3,28,17,45,0.594231243,0.25413873,-0.817504231,-1.207825503,0,-7.621350728,-2.838656144,0.1818709,2.32,1
1.8,20,20,40,6,20,14,20,17,6,3,9,4.000287892,3.869221319,14.45871676,4.628079863,1.45162704,1.182288296,0.250011091,0.204947793,0.320089254,4.5,15,8,23,19,15,14,17,36,1,-19,-18,2.424065468,2.180112899,3.584194922,1.484566862,1.679104424,0.516564275,0.002357862,0.308763563,3.5,1.93,7,0,7,1,0,0,0,3.671399731,12,5,17,-16,-3,6,2,25,2,27,1.576222423,1.68910842,-0.227477384,-0.302278565,0,2.85049822,1.043884941,0.011325691,1.86,1
1.3,48,35,83,2,55,12,31,10,43,21,64,5,4.989249208,20.50225956,7.554018738,2.425344019,0.478280784,0.000430683,0.904837418,0.368448108,9.5,34,33,67,4,31,13,33,21,18,12,30,5,4.879096993,4.984596988,1.929823345,0.956952777,0.0328171,0.182683524,0.290797049,5.25,1.44,1,3,4,0,1,0,1,2.844120585,15,1,16,34,-21,18,-21,31,3,34,0,0.110152215,1.468391242,-1.451542561,0,3.361105612,2.56942175,0.077651058,2.75,1
4.5,6,2,8,20,9,14,2,14,-5,-12,-17,1.869049516,1.928897192,9.094180196,2.148477486,0.961368073,1.818954341,0.065101639,0.002417552,0.236247517,1.91,11,13,24,9,7,7,6,8,0,-2,-2,3.227731126,3.158795104,5.846774277,1.018480262,1.566963421,0.056856643,0.030500872,0.366234984,3.6,2.04,-1,9,8,0,0,1,0,3.565363819,-7,-9,-16,1,8,-5,7,-3,-12,-15,-1.35868161,-1.229897913,-0.605595348,0.800474079,0,-6.870363167,-3.69829679,-0.129987467,1.75,2
2.1,13,6,19,10,11,6,7,10,5,-3,2,3.137650864,2.902277602,10.02578497,5.334339313,1.428764015,0.897841969,0.059896399,0.023052063,0.532062011,3.6,16,4,20,9,16,9,5,11,7,-6,1,3.323926706,3.171252644,4.561965625,1.026856164,1.220776913,0.062662005,0.030500872,0.464429776,3.3,2.04,1,-1,0,1,0,0,0,3.631841351,9,-10,-1,0,1,-2,-6,11,-10,1,-0.186275842,-0.268975043,0.207987102,-0.129014196,0,0.203060703,0.772373688,0.067632236,1.73,1
1.65,3,1,4,16,1,3,1,7,-2,-6,-8,2.174585762,2.457228521,5.67008,1.29248,0.18432,1.6384,0.005976023,0.003985869,0.227947401,5.75,3,0,3,19,3,5,0,4,-2,-4,-6,2.246918712,2.322430734,1.51264,0.528,1.22272,0.00579216,0.003624641,0.234021486,4,1.85,4,2,6,1,0,0,0,2.929511044,3,-2,1,-3,3,-4,4,2,-4,-2,-0.07233295,0.134797786,-1.0384,1.1104,0,-0.7936,-0.22016,-0.006074085,1.96,1
2.5,3,0,3,10,2,1,2,3,1,-1,0,2.603991597,2.548798319,3.08,1.56,0.72,0.76,0.002120189,0.002091236,0.506493506,2.8,3,3,6,9,3,1,2,1,2,1,3,2.894,2.6068,3,0.92,0.36,0.002120189,0.002176581,0.405405405,3.25,2.05,9,-5,4,0,1,0,1,2.900287769,0,-3,-3,1,-1,1,0,0,-3,-3,-0.290008403,-0.058001681,0.36,-0.16,0,-4.32,-1.44,0.101088101,1.75,2
1.3,23,15,38,5,20,9,22,21,11,1,12,4.234279553,4.204461012,10.96111169,3.845900521,1.770261239,2.046716775,0.037560378,0.101266462,0.350867743,9,12,2,14,19,12,19,6,24,-7,-18,-25,1.61218195,1.565299426,4.101931193,0.723061124,1.342307063,0.223006233,7.91E-05,0.349656122,5.5,1.44,9,-6,3,1,0,0,0,0.138497867,21,3,24,-4,3,3,9,29,8,37,2.622097603,2.639161586,0.427954177,1.323655651,0,-0.770217862,-0.256030672,0.001211621,2.75,1
2.5,10,8,18,6,6,3,8,7,3,1,4,3.370545127,2.932096639,11.63315149,4.338317312,1.533604864,0.979748864,0.016736909,0.018315639,0.372927088,3,10,9,19,7,5,4,4,1,1,3,4,3.437004169,3.064335603,5.009931264,0.910889472,0.5388288,0.015887507,0.016572675,0.355688774,3.4,1.98,-2,7,5,0,0,1,0,3.432563319,1,-2,-1,5,-1,4,2,0,0,0,-0.066459042,-0.132238964,0.994776064,0.068859392,0,-2.452002816,-0.671613952,0.017238314,1.81,0
2.3,22,12,34,17,17,23,15,31,-6,-16,-22,2.392145985,2.594752856,8.817395959,1.683220601,0.306796082,1.642603302,0.980198673,4.56E-07,0.190897699,3.6,25,16,41,15,22,22,13,22,0,-9,-9,3.533264483,3.117294333,4.54902012,1.408630734,1.087705887,0.927228216,9.73E-06,0.34153442,3.2,2.5,1,-1,0,0,0,0,0,4.391975425,6,-13,-7,-5,10,-7,9,3,-16,-13,-1.141118498,-0.522541476,-0.780909805,0.233972568,0,-4.501964706,-2.865799519,-0.150636721,1.53,0
2.1,7,8,15,17,6,8,6,11,-2,-5,-7,2.582162656,2.579036504,8.585758545,4.412791716,0.946523988,1.6028267,0.056134763,0.01323355,0.513966436,3.5,10,4,14,17,11,11,5,11,0,-6,-6,2.601239017,2.719794814,6.250507266,0.692052404,1.442248848,0.056134763,0.009232735,0.569392812,3.4,1.97,0,7,7,0,0,0,0,3.671399731,3,-2,1,-5,3,-5,0,4,-5,-1,-0.019076361,-0.14075831,-0.49572486,0.910774296,0,-2.391737376,-1.83771555,-0.055426376,1.77,2
1.9,3,0,3,20,3,6,3,9,-3,-6,-9,2.060543767,2.261963858,7.88998656,3.13626368,0.61493504,1.52535552,0.014714985,0.004148535,0.397499242,4,3,1,4,19,5,6,2,7,-1,-5,-6,2.1930548,2.351089563,3.75953152,0.76790784,1.55730688,0.014869068,0.007262726,0.438075741,3.25,2.02,0,0,0,0,0,0,0,0.467385748,2,-3,-1,-4,4,-3,4,2,-5,-3,-0.132511033,-0.089125704,-0.94237184,0.75744768,0,-0.69193472,-0.62326784,-0.040576498,1.7,0
2.625,6,4,10,9,7,3,5,3,4,2,6,3.162014281,2.767954813,5.93696,3.10912,1.61248,0.73472,0.005893596,0.00467746,0.523688891,2.5,2,7,9,8,3,3,7,5,0,2,2,2.854000074,2.650991125,3.99904,1.33856,1.05664,0.00579216,0.005273822,0.487288466,3,1.7,-7,8,1,1,0,1,0,0.031274878,-1,2,1,2,-4,2,0,2,2,4,0.308014206,0.116963688,0.55584,-0.60384,0,-2.26976,-0.88992,0.036400425,1.92,0
1.19,33,27,60,3,33,10,35,24,23,11,34,4.94,4.890184891,15.78247438,5.10315874,2.20419729,1.02040896,0.022358347,0.15489621,0.323343388,15,22,14,36,10,22,26,17,24,-4,-7,-11,3.062487958,2.973376573,4.071004416,0.886231833,1.412360327,0.626740799,0.000115643,0.31760819,8,1.41,5,-2,3,0,1,0,0,3.118033342,19,5,24,9,-7,9,2,30,15,45,1.877512042,1.916808318,0.791836963,0.134177127,0,2.96478095,1.032154324,0.005735198,2.89,1
1.22,6,5,11,2,10,1,4,3,9,1,10,3.366498347,2.943194569,12.48128,7.00384,1.79232,0.56992,0.005273822,0.00585769,0.561147575,15,7,0,7,17,5,2,0,7,3,-7,-4,2.532965393,2.405690315,4.75968,0.8624,0.97952,0.005976023,0.004339483,0.509732694,6,1.42,9,-3,6,0,1,0,0,2.086262477,6,-2,4,3,1,2,-2,16,-2,14,0.833532953,0.537504254,0.8128,-0.29248,0,3.14368,2.24416,0.051414881,2.68,2
1.66,39,31,70,4,42,13,22,15,29,7,36,4.875843457,4.911737446,14.15337369,7.476369963,1.905705909,1.006853032,0.008578706,0.484324569,0.528239424,5.5,37,18,55,8,28,20,16,24,8,-8,0,4.068690333,3.895517442,6.194626429,1.458687888,1.668107186,0.158530931,0.033877642,0.56292307,3.6,1.98,10,3,13,0,1,0,0,0.762323236,21,-6,15,18,-3,2,-13,37,-1,36,0.807153124,1.016220005,0.237598723,-0.451834856,0,3.148981154,1.281743534,-0.034683646,1.77,1
6,8,15,23,13,7,14,12,11,-7,1,-6,2.808953667,2.768151551,11.48445227,4.015960416,0.791786799,1.146888841,0.232494458,0.01035796,0.349686717,1.62,23,22,45,1,18,6,21,12,12,9,21,5,4.692143767,5.464290157,1.770157543,0.770350815,0.022545445,0.235746077,0.320607229,4.2,1.73,-9,6,-3,0,0,0,1,2.016185742,-14,-8,-22,-5,-7,6,-7,-16,-11,-27,-2.191046333,-1.923992216,0.021435984,-0.623268702,0,-5.559112739,-1.448329741,0.029079488,2.07,2
